City,Street,Time,value
Springfield,ST JAMES AVE,spring,19
Springfield,ST JAMES AVE,summer,21
Springfield,ST JAMES AVE,winter,13
Springfield,CAREW ST,fall,27
Springfield,CAREW ST,spring,22
Springfield,CAREW ST,summer,12
Springfield,CAREW ST,winter,14
Taunton,BAY ST,fall,11
Taunton,BAY ST,spring,10
Taunton,BAY ST,summer,13
Taunton,BAY ST,winter,6
Taunton,BROADWAY,fall,4
Taunton,BROADWAY,spring,7
Taunton,BROADWAY,summer,13
Taunton,BROADWAY,winter,12
Taunton,COUNTY ST,fall,10
Taunton,COUNTY ST,spring,9
Taunton,COUNTY ST,summer,7
Taunton,COUNTY ST,winter,9
Taunton,TREMONT ST,fall,6
Taunton,TREMONT ST,spring,5
Taunton,TREMONT ST,summer,8
Taunton,TREMONT ST,winter,6
Taunton,WASHINGTON ST,fall,6
Taunton,WASHINGTON ST,spring,7
Taunton,WASHINGTON ST,summer,7
Taunton,WASHINGTON ST,winter,5
Taunton,Rte 24 S,fall,5
Taunton,Rte 24 S,spring,3
Taunton,Rte 24 S,summer,5
Taunton,Rte 24 S,winter,7
Taunton,WINTHROP ST,fall,7
Taunton,WINTHROP ST,spring,2
Taunton,WINTHROP ST,summer,6
Taunton,WINTHROP ST,winter,5
Taunton,Rte 140 N,fall,7
Taunton,Rte 140 N,spring,2
Taunton,Rte 140 N,summer,6
Taunton,Rte 140 N,winter,3
Taunton,COHANNET ST,fall,5
Taunton,COHANNET ST,spring,5
Taunton,COHANNET ST,summer,2
Taunton,COHANNET ST,winter,2
Taunton,Rte 495 S,fall,4
Taunton,Rte 495 S,spring,1
Taunton,Rte 495 S,summer,5
Taunton,Rte 495 S,winter,4
Waltham,LEXINGTON ST,fall,26
Waltham,LEXINGTON ST,spring,24
Waltham,LEXINGTON ST,summer,17
Waltham,LEXINGTON ST,winter,12
Waltham,MAIN ST,fall,18
Waltham,MAIN ST,spring,26
Waltham,MAIN ST,summer,22
Waltham,MAIN ST,winter,12
Waltham,Rte 95 N,fall,13
Waltham,Rte 95 N,spring,11
Waltham,Rte 95 N,summer,10
Waltham,Rte 95 N,winter,13
Waltham,Rte 95 S,fall,13
Waltham,Rte 95 S,spring,6
Waltham,Rte 95 S,summer,18
Waltham,Rte 95 S,winter,10
Waltham,MOODY ST,fall,10
Waltham,MOODY ST,spring,11
Waltham,MOODY ST,summer,13
Waltham,MOODY ST,winter,8
Waltham,SOUTH ST,fall,10
Waltham,SOUTH ST,spring,6
Waltham,SOUTH ST,summer,8
Waltham,SOUTH ST,winter,6
Waltham,TRAPELO RD,fall,10
Waltham,TRAPELO RD,spring,5
Waltham,TRAPELO RD,summer,7
Waltham,TRAPELO RD,winter,6
Waltham,LEXINGTON STREET,fall,5
Waltham,LEXINGTON STREET,spring,7
Waltham,LEXINGTON STREET,summer,3
Waltham,LEXINGTON STREET,winter,9
Waltham,MAIN STREET,fall,5
Waltham,MAIN STREET,spring,7
Waltham,MAIN STREET,summer,8
Waltham,MAIN STREET,winter,4
Waltham,BACON ST,fall,5
Waltham,BACON ST,spring,5
Waltham,BACON ST,summer,8
Waltham,BACON ST,winter,4
Worcester,MAIN STREET,fall,66
Worcester,MAIN STREET,spring,44
Worcester,MAIN STREET,summer,63
Worcester,MAIN STREET,winter,63
Worcester,PARK AVENUE,fall,50
Worcester,PARK AVENUE,spring,32
Worcester,PARK AVENUE,summer,33
Worcester,PARK AVENUE,winter,45
Worcester,BELMONT STREET,fall,41
Worcester,BELMONT STREET,spring,41
Worcester,BELMONT STREET,summer,24
Worcester,BELMONT STREET,winter,34
Worcester,CHANDLER STREET,fall,40
Worcester,CHANDLER STREET,spring,30
Worcester,CHANDLER STREET,summer,34
Worcester,CHANDLER STREET,winter,36
Worcester,GRAFTON STREET,fall,34
Worcester,GRAFTON STREET,spring,27
Worcester,GRAFTON STREET,summer,28
Worcester,GRAFTON STREET,winter,38
Worcester,LINCOLN STREET,fall,20
Worcester,LINCOLN STREET,spring,33
Worcester,LINCOLN STREET,summer,26
Worcester,LINCOLN STREET,winter,40
Worcester,Rte 290 E,fall,38
Worcester,Rte 290 E,spring,17
Worcester,Rte 290 E,summer,19
Worcester,Rte 290 E,winter,28
Worcester,Rte 290 W,fall,24
Worcester,Rte 290 W,spring,25
Worcester,Rte 290 W,summer,18
Worcester,Rte 290 W,winter,29
Worcester,PLEASANT STREET,fall,25
Worcester,PLEASANT STREET,spring,23
Worcester,PLEASANT STREET,summer,29
Worcester,PLEASANT STREET,winter,19
Worcester,HIGHLAND STREET,fall,25
Worcester,HIGHLAND STREET,spring,28
Worcester,HIGHLAND STREET,summer,16
Worcester,HIGHLAND STREET,winter,25
